Site_ID,Lat,Lon,Total_Facilities,Diversity_Index,Facility_Types_List,Subtype_Diversity
6013178,54.82751,-1.347315,1,1,5,1
6013179,55.02286,-1.556635,1,1,5,1
6013180,53.81603,-1.658322,4,2,"5, 5, 6, 6",3
6013181,52.39537,-1.556893,1,1,5,1
6013182,52.59596,-2.168057,8,6,"2, 5, 5, 5, 6, 7, 13, 17",8
6013185,53.04143,-2.156243,2,1,"5, 5",2
6013187,55.05809,-1.587587,3,2,"5, 5, 6",3
6013189,54.91804,-2.95007,3,2,"5, 5, 6",3
6013190,54.96666,-1.543445,1,1,5,1
6013193,53.88237,-1.616328,1,1,5,1
6013194,53.75359,-1.345605,1,1,5,1
6013195,53.73877,-1.610039,3,1,"5, 5, 5",3
6013196,54.5295,-2.676106,1,1,5,1
6013197,54.65315,-1.685661,1,1,5,1
6013198,53.06758,-2.19646,6,4,"5, 5, 6, 6, 12, 17",6
6013200,55.00591,-1.657807,2,1,"5, 5",2
6013202,54.60266,-3.189933,1,1,5,1
6013203,54.76641,-1.333472,1,1,5,1
6013207,52.98052,-2.088615,3,2,"5, 5, 8",3
6013208,55.06651,-1.505404,1,1,5,1
6013211,54.91963,-3.050879,2,1,"5, 5",2
6013213,54.75881,-1.353922,2,1,"5, 5",2
6013214,54.76721,-1.707518,2,2,"5, 8",2
6013215,54.67058,-3.437931,1,1,5,1
6013216,52.98387,-2.138763,1,1,5,1
6013219,54.85685,-1.823898,2,1,"5, 5",2
6013221,54.88029,-2.925997,1,1,5,1
6013222,54.21088,-3.263682,2,1,"5, 5",2
6013224,54.68739,-1.546016,2,2,"5, 7",2
6013225,54.63367,-1.888547,1,1,5,1
6013228,53.04844,-2.138777,2,1,"5, 5",2
6013229,54.73877,-3.328774,1,1,5,1
6013230,54.44718,-3.514987,1,1,5,1
6013231,55.40188,-1.894914,1,1,5,1
6013232,54.87174,-1.685181,1,1,5,1
6013233,54.99896,-1.587819,1,1,5,1
6013234,53.82109,-2.408984,2,1,"5, 5",2
6013235,54.64791,-1.748432,1,1,5,1
6013236,54.84046,-3.047015,2,1,"5, 5",2
6013238,54.85556,-1.830524,1,1,5,1
6013241,54.89375,-2.976195,3,1,"5, 5, 5",3
6013242,54.94459,-2.73356,2,1,"5, 5",2
6013243,52.98765,-2.203231,1,1,5,1
6013245,54.63811,-3.382508,2,2,"5, 6",2
6013246,54.94567,-2.785133,3,2,"5, 5, 6",3
6013247,54.52711,-3.574141,2,1,"5, 5",2
6013248,54.95215,-3.218477,2,1,"5, 5",2
6013249,55.04961,-1.471037,3,2,"5, 5, 6",3
6013251,53.94607,-2.524753,1,1,5,1
6013254,54.88018,-2.892056,2,1,"5, 5",2
6013255,54.54622,-1.740139,4,1,"5, 5, 5, 5",4
6013258,54.97129,-2.24615,1,1,5,1
6013259,53.77305,-2.532569,1,1,5,1
6013263,54.62629,-1.833505,2,1,"5, 5",2
6013264,54.68838,-1.706502,1,1,5,1
6013265,54.61532,-2.521646,1,1,5,1
6013266,52.99933,-2.202292,5,3,"5, 5, 5, 6, 12",5
6013268,54.51434,-3.541668,2,1,"5, 5",2
6013269,55.0151,-1.67271,1,1,5,1
6013270,54.55443,-2.751261,1,1,5,1
6013271,54.66829,-2.756943,2,1,"5, 5",2
6013274,54.74141,-3.274896,2,1,"5, 5",2
6013275,54.84387,-2.982269,2,1,"5, 5",2
6013277,53.83065,-2.601738,1,1,5,1
6013279,54.65326,-3.550877,1,1,5,1
6013282,54.8819,-1.71826,1,1,5,1
6013283,54.73002,-1.37879,1,1,5,1
6013284,55.17353,-1.550884,1,1,5,1
6013286,54.52821,-2.585465,1,1,5,1
6013287,54.48323,-3.539215,1,1,5,1
6013288,53.02612,-2.135365,1,1,5,1
6013292,54.79643,-1.585802,1,1,5,1
6013294,55.18447,-1.524879,1,1,5,1
6013295,55.01789,-1.617386,1,1,5,1
6013297,54.96871,-1.554012,1,1,5,1
6013298,54.65862,-1.712885,1,1,5,1
6013299,54.84433,-1.366821,1,1,5,1
6013300,54.6491,-1.688559,1,1,5,1
6013301,54.81163,-2.772428,3,2,"5, 5, 6",3
6013302,55.00413,-1.685056,1,1,5,1
6013303,54.7292,-3.442911,2,1,"5, 5",2
6013304,54.72654,-2.78146,2,1,"5, 5",2
6013305,54.70307,-1.194257,1,1,5,1
6013306,54.54188,-3.567781,3,1,"5, 5, 5",3
6013308,55.00883,-1.51842,1,1,5,1
6013309,54.85761,-1.857646,1,1,5,1
6013310,55.0132,-1.637213,1,1,5,1
6013313,54.7108,-3.445781,1,1,5,1
6013315,54.79893,-1.411162,2,1,"5, 5",2
6013317,54.97754,-2.011337,1,1,5,1
6013318,54.78701,-1.339408,2,1,"5, 5",2
6013319,55.03413,-1.473377,1,1,5,1
6013320,53.86717,-2.394293,1,1,5,1
6013323,54.96588,-1.873169,2,1,"5, 5",2
6013325,54.94759,-3.001583,2,1,"5, 5",1
6013326,54.64128,-2.888875,2,1,"5, 5",2
6013328,55.01489,-1.512576,1,1,5,1
6013330,54.83883,-1.370629,1,1,5,1
6013331,55.00799,-1.627097,1,1,5,1
6013332,54.96935,-2.105712,1,1,5,1
6013333,54.67401,-1.823665,1,1,5,1
6013335,54.96836,-1.636162,1,1,5,1
6013336,54.56203,-3.555098,2,1,"5, 5",2
6013337,54.85225,-1.569533,2,1,"5, 5",2
6013339,55.05453,-2.131722,1,1,5,1
6013340,53.86898,-2.40568,2,1,"5, 5",2
6013341,54.90903,-1.886495,1,1,5,1
6013342,55.17611,-1.540193,1,1,5,1
6013343,55.1648,-1.700052,1,1,5,1
6013344,54.99462,-1.674862,1,1,5,1
6013345,55.02682,-1.462561,1,1,5,1
6013348,54.61342,-3.561331,2,2,"5, 6",2
6013349,55.01035,-1.571143,1,1,5,1
6013350,54.62027,-1.765017,1,1,5,1
6013352,54.76248,-1.310039,1,1,5,1
6013353,54.70226,-1.517686,1,1,5,1
6013354,55.0379,-2.82788,1,1,5,1
6013355,54.57111,-1.981662,1,1,5,1
6013356,54.60252,-3.123873,2,1,"5, 5",2
6013359,54.8763,-2.924931,3,2,"5, 5, 6",3
6013362,55.10419,-1.842187,2,2,"5, 6",2
6013363,54.75705,-1.319206,1,1,5,1
6013364,54.62709,-1.766511,2,1,"5, 5",2
6013365,54.89439,-2.96384,2,2,"5, 6",2
6013366,54.47055,-2.347218,2,1,"5, 5",2
6013371,54.9114,-2.76969,1,1,5,1
6013372,55.09783,-1.588104,1,1,5,1
6013373,55.00471,-2.188072,1,1,5,1
6013376,55.01634,-1.444123,2,2,"5, 6",2
6013377,53.69414,-1.654613,3,2,"5, 5, 6",3
6013381,54.60048,-2.560354,1,1,5,1
6013383,54.87088,-2.953146,3,2,"5, 5, 17",3
6013384,54.74638,-1.288502,1,1,5,1
6013385,54.9674,-2.088869,2,2,"5, 6",2
6013386,54.82431,-1.747449,1,1,5,1
6013389,54.98795,-1.667476,1,1,5,1
6013390,54.54854,-1.921227,1,1,5,1
6013393,55.02089,-1.483537,3,2,"5, 6, 6",2
6013394,54.628,-1.650106,1,1,5,1
6013395,54.99611,-1.497344,1,1,5,1
6013396,55.18075,-2.324715,1,1,5,1
6013397,54.61974,-1.584128,1,1,5,1
6013398,55.23833,-1.619661,1,1,5,1
6013399,54.62306,-1.565551,1,1,5,1
6013402,54.87954,-2.902623,2,1,"5, 5",2
6013404,54.68291,-1.206491,1,1,5,1
6013405,54.87704,-1.750662,1,1,5,1
6013406,54.78467,-3.346342,2,1,"5, 5",2
6013407,54.66719,-2.743372,3,1,"5, 5, 5",3
6013408,54.62219,-2.076976,3,1,"5, 5, 5",3
6013409,53.9338,-2.264053,2,1,"5, 5",2
6013410,54.72192,-1.380731,1,1,5,1
6013411,54.62781,-3.554152,2,1,"5, 5",2
6013412,54.5862,-1.434841,1,1,5,1
6013413,54.86586,-2.852895,2,1,"5, 5",2
6013414,54.86647,-1.624443,3,2,"5, 6, 6",2
6013416,54.8065,-1.63774,1,1,5,1
6013418,55.01027,-1.455216,5,2,"5, 5, 5, 6, 6",4
6013419,54.97438,-1.541498,1,1,5,1
6013420,54.69899,-2.672888,3,1,"5, 5, 5",3
6013421,55.12942,-1.519793,1,1,5,1
6013423,55.01337,-1.573786,3,1,"5, 5, 5",3
6013424,54.62961,-3.549186,1,1,5,1
6013425,55.22178,-1.559741,2,2,"5, 6",2
6013426,54.95356,-2.94542,1,1,5,1
6013428,55.00369,-2.699457,1,1,5,1
6013429,55.00259,-1.691181,2,2,"5, 8",2
6013430,54.62823,-2.565297,1,1,5,1
6013431,54.75288,-2.824804,4,1,"5, 5, 5, 5",4
6013432,53.8705,-2.391239,3,2,"5, 5, 6",3
6013433,54.99628,-1.474588,2,1,"5, 5",2
6013437,54.54563,-1.521332,3,1,"5, 5, 5",3
6013438,53.83221,-2.338733,1,1,5,1
6013439,55.01927,-1.466046,3,1,"5, 5, 5",3
6013440,54.62868,-1.726803,1,1,5,1
6013441,54.68793,-3.389258,1,1,5,1
6013442,55.00741,-1.451688,2,1,"5, 5",2
6013443,54.83488,-1.341063,1,1,5,1
6013444,54.64602,-3.550384,2,1,"5, 5",2
6013447,54.84798,-1.514635,2,2,"5, 6",2
6013449,54.70998,-1.230765,1,1,5,1
6013452,54.63675,-2.601959,1,1,5,1
6013453,54.67248,-1.240358,1,1,5,1
6013455,54.66239,-1.627224,1,1,5,1
6013456,55.16788,-1.692337,1,1,5,1
6013457,55.01223,-1.575064,1,1,5,1
6013459,55.02663,-1.444058,2,1,"5, 5",2
6013460,54.63222,-1.638467,2,1,"5, 5",2
6013461,54.53612,-2.937233,1,1,5,1
6013462,54.6456,-2.803143,2,1,"5, 5",2
6013463,53.80591,-2.342433,2,1,"5, 5",2
6013465,54.79718,-1.574891,1,1,5,1
6013466,54.76561,-1.401372,1,1,5,1
6013467,54.69483,-1.425577,1,1,5,1
6013470,54.63915,-1.234891,1,1,5,1
6013473,54.55206,-1.542665,1,1,5,1
6013474,54.65316,-1.233791,1,1,5,1
6013475,54.76611,-3.322458,2,1,"5, 5",2
6013476,54.6357,-1.652829,1,1,5,1
6013478,54.65187,-1.450949,1,1,5,1
6013479,54.71796,-1.58834,1,1,5,1
6013480,55.54443,-2.004377,3,3,"5, 6, 7",3
6013481,55.00517,-1.542697,1,1,5,1
6013484,53.8019,-2.44975,1,1,5,1
6013485,55.00488,-1.579629,1,1,5,1
6013488,55.15976,-1.673205,1,1,5,1
6013489,54.86283,-1.853301,1,1,5,1
6013490,55.00301,-1.473041,1,1,5,1
6013491,54.64355,-1.689857,1,1,5,1
6013492,55.00368,-1.454772,3,2,"5, 5, 6",3
6013493,54.91073,-2.942707,1,1,5,1
6013494,52.5046,-2.013813,1,1,5,1
6013495,52.48987,-2.057255,1,1,5,1
6013496,54.87427,-2.923077,2,1,"5, 5",2
6013498,54.81457,-1.388017,1,1,5,1
6013501,54.67167,-1.231938,1,1,5,1
6013502,54.8667,-3.098817,2,1,"5, 5",2
6013503,54.82619,-1.707248,2,1,"5, 5",2
6013504,54.79677,-1.672341,2,1,"5, 5",2
6013505,53.88405,-2.576354,2,1,"5, 5",2
6013506,54.61324,-1.811896,3,1,"5, 5, 5",3
6013507,54.72381,-1.96728,1,1,5,1
6013509,54.84828,-1.571288,2,1,"5, 5",2
6013510,54.71888,-1.344311,1,1,5,1
6013511,55.03122,-1.448673,1,1,5,1
6013512,54.77588,-1.714902,1,1,5,1
6013514,54.71074,-1.509739,1,1,5,1
6013515,54.65255,-1.675374,1,1,5,1
6013516,53.80868,-2.612119,2,1,"5, 5",2
6013517,54.88956,-2.879671,1,1,5,1
6013519,52.53556,-2.021932,1,1,5,1
6013521,54.73352,-1.473762,2,1,"5, 5",2
6013523,54.66138,-3.366585,2,1,"5, 5",2
6013524,54.65599,-2.751884,3,2,"5, 5, 6",3
6013525,54.73691,-1.313176,1,1,5,1
6013526,54.59848,-1.56083,1,1,5,1
6013528,55.03807,-1.563243,1,1,5,1
6013530,55.07887,-1.472374,1,1,5,1
6013537,54.57964,-1.737744,1,1,5,1
6013539,55.22518,-1.704645,1,1,5,1
6013543,54.91515,-2.115132,2,2,"5, 6",2
6013544,52.54654,-2.057698,2,2,"5, 12",2
6013545,52.52073,-2.030811,1,1,5,1
6013547,54.71516,-1.243116,1,1,5,1
6013549,55.00895,-1.470651,1,1,5,1
6013550,54.784,-1.359383,1,1,5,1
6013552,54.60371,-2.713762,2,2,"5, 6",2
6013554,54.87722,-1.762267,1,1,5,1
6013555,54.77303,-1.322631,1,1,5,1
6013556,54.69469,-1.751574,1,1,5,1
6013557,55.28587,-1.601274,1,1,5,1
6013558,54.85152,-1.582063,1,1,5,1
6013559,54.70342,-1.605386,1,1,5,1
6013560,55.05558,-1.463163,1,1,5,1
6013562,54.62935,-1.721161,2,2,"5, 6",2
6013564,54.99475,-1.693351,1,1,5,1
6013565,52.5528,-1.945441,2,1,"5, 5",2
6013566,52.49794,-1.930928,1,1,5,1
6013571,54.54328,-1.921113,1,1,5,1
6013572,55.03941,-1.572836,2,1,"5, 5",2
6013573,55.02842,-1.527055,1,1,5,1
6013574,54.62279,-1.559441,1,1,5,1
6013575,55.03379,-2.127409,2,2,"5, 6",2
6013578,52.50156,-1.995133,2,2,"5, 6",2
6013579,52.54609,-1.94657,1,1,5,1
6013582,54.7464,-3.056176,3,2,"5, 5, 17",3
6013583,54.76445,-1.389127,2,2,"5, 7",2
6013585,54.99152,-1.577689,1,1,5,1
6013586,54.88497,-1.813896,1,1,5,1
6013589,54.81621,-1.62785,1,1,5,1
6013591,55.0971,-1.577738,1,1,5,1
6013592,52.50319,-2.027396,1,1,5,1
6013594,53.78551,-2.560461,2,1,"5, 5",2
6013596,55.02404,-1.567087,1,1,5,1
6013598,55.333,-1.572397,1,1,5,1
6013599,54.28182,-3.372033,1,1,5,1
6013600,53.83277,-2.608967,3,2,"5, 5, 6",3
6013601,54.62146,-1.586093,3,1,"5, 5, 5",3
6013603,54.99247,-1.709123,1,1,5,1
6013606,52.24568,0.5777217,2,2,"5, 7",2
6013608,55.1307,-1.589617,1,1,5,1
6013611,54.62207,-1.594527,1,1,5,1
6013612,54.97907,-1.815898,1,1,5,1
6013613,52.4907,-1.961909,2,2,"5, 12",2
6013614,55.03615,-1.577236,1,1,5,1
6013615,52.49263,-1.981805,1,1,5,1
6013618,55.1279,-1.552352,1,1,5,1
6013619,54.53677,-3.564462,2,1,"5, 5",2
6013620,54.6602,-1.682104,1,1,5,1
6013621,54.85722,-1.80613,1,1,5,1
6013622,54.85983,-1.695368,1,1,5,1
6013623,54.6357,-1.711125,1,1,5,1
6013624,54.74649,-1.421932,1,1,5,1
6013625,54.86977,-1.642923,1,1,5,1
6013626,52.51336,-2.056092,5,4,"5, 5, 6, 12, 17",5
6013630,54.70563,-1.592143,2,1,"5, 5",2
6013631,55.02588,-1.564705,1,1,5,1
6013632,54.83709,-1.540744,1,1,5,1
6013640,52.53139,-1.99401,1,1,5,1
6013642,55.21381,-1.536679,1,1,5,1
6013643,54.80242,-1.562821,1,1,5,1
6013644,54.99745,-1.760606,1,1,5,1
6013646,52.54472,-2.042183,1,1,5,1
6013647,52.60086,-2.152883,1,1,5,1
6013648,52.44135,-1.893544,8,4,"5, 5, 5, 5, 6, 6, 8, 12",8
6013658,54.97793,-1.703071,1,1,5,1
6013659,52.49176,-2.01537,2,1,"5, 5",2
6013665,52.40846,-1.915117,2,1,"5, 5",2
6013666,52.42326,-1.945428,1,1,5,1
6013667,52.5548,-2.030615,1,1,5,1
6013668,52.5433,-2.055629,1,1,5,1
6013669,52.52476,-1.995337,1,1,5,1
6013672,52.54479,-1.843777,2,1,"5, 5",2
6013675,52.56171,-1.801926,1,1,5,1
6013676,52.46417,-1.945445,1,1,5,1
6013678,52.55779,-1.89618,1,1,5,1
6013681,52.62466,-1.837658,2,2,"5, 7",2
6013685,52.41249,-1.871861,2,2,"5, 6",2
6013693,52.49819,-1.986693,7,4,"2, 5, 6, 6, 6, 6, 12",5
6013700,52.53297,-1.816487,1,1,5,1
6013701,52.54261,-1.796006,3,3,"1, 5, 8",3
6013702,50.16039,-5.217553,1,1,5,1
6013703,52.55077,-2.017487,1,1,5,1
6013705,52.58556,-2.087533,4,3,"2, 5, 6, 6",4
6013707,52.41717,-1.941563,8,3,"2, 5, 5, 5, 5, 5, 6, 6",8
6013710,52.4287,-1.97225,1,1,5,1
6013711,52.58644,-1.814892,1,1,5,1
6013712,50.11953,-5.54868,2,2,"5, 6",2
6013713,50.27364,-4.788745,3,2,"5, 5, 17",3
6013714,50.39027,-4.743471,1,1,5,1
6013717,52.53251,-2.038633,1,1,5,1
6013721,52.39695,-2.003665,1,1,5,1
6013722,52.55522,-1.863879,1,1,5,1
6013724,52.40119,-1.924608,1,1,5,1
6013725,50.38389,-4.615573,1,1,5,1
6013726,50.33488,-4.511764,3,2,"5, 5, 7",3
6013733,52.4943,-1.941521,1,1,5,1
6013735,50.35848,-4.86342,2,1,"5, 5",2
6013737,50.50485,-4.411496,2,2,"5, 7",2
6013738,50.08481,-5.126945,3,2,"5, 5, 17",3
6013741,52.49249,-1.90111,1,1,5,1
6013742,52.3913,-2.001475,1,1,5,1
6013743,52.49694,-1.770974,2,2,"5, 6",2
6013745,50.82952,-4.536182,1,1,5,1
6013746,52.39005,-1.968164,1,1,5,1
6013749,52.51722,-1.480572,7,4,"2, 5, 5, 5, 5, 6, 8",7
6013750,50.36822,-4.252621,1,1,5,1
6013751,52.49049,-1.819133,6,3,"2, 5, 5, 6, 6, 6",5
6013758,52.57291,-1.82117,1,1,5,1
6013759,52.54124,-1.899992,1,1,5,1
6013764,52.47967,-1.768061,1,1,5,1
6013765,52.43318,-1.82857,1,1,5,1
6013767,50.10611,-5.334139,1,1,5,1
6013768,50.6008,-4.506818,2,1,"5, 5",2
6013769,50.68796,-4.540062,1,1,6,1
6013770,50.16031,-5.016849,1,1,5,1
6013771,50.16702,-5.427808,1,1,5,1
6013772,52.54053,-1.519311,6,2,"5, 5, 5, 5, 6, 6",6
6013775,50.84899,-1.091626,2,1,"5, 5",2
6013777,52.47158,-1.834425,5,3,"5, 5, 5, 6, 17",5
6013778,52.45942,-1.766072,1,1,5,1
6013780,52.46532,-1.81128,2,2,"5, 8",2
6013781,52.46707,-1.906295,1,1,5,1
6013782,52.55067,-1.816088,2,1,"5, 5",2
6013783,52.40305,-1.87926,1,1,5,1
6013784,50.40911,-4.674518,1,1,5,1
6013787,54.92571,-1.742234,1,1,5,1
6013789,52.50432,-1.87735,1,1,5,1
6013791,52.53779,-1.830488,1,1,5,1
6013792,52.50005,-1.795721,1,1,5,1
6013793,50.12429,-5.683474,1,1,5,1
6013795,52.49999,-1.93926,1,1,5,1
6013796,50.69598,-4.614687,1,1,5,1
6013797,50.20422,-5.377601,3,2,"5, 5, 6",3
6013798,50.21991,-5.329775,1,1,5,1
6013799,50.31154,-5.207212,1,1,5,1
6013801,52.5256,-1.850626,1,1,5,1
6013804,52.43885,-1.918572,1,1,5,1
6013805,50.2122,-5.310326,1,1,5,1
6013807,50.39724,-4.792522,2,2,"5, 7",2
6013813,52.55802,-1.81774,1,1,5,1
6013816,52.46238,-1.779162,1,1,5,1
6013817,52.4933,-1.766103,1,1,5,1
6013818,52.53522,-1.790015,1,1,5,1
6013819,50.24313,-4.807783,2,2,"5, 7",2
6013821,50.34745,-4.760107,1,1,5,1
6013824,52.49886,-1.781305,1,1,5,1
6013825,52.41489,-1.962767,2,1,"5, 5",2
6013828,52.55617,-1.793027,2,1,"5, 5",2
6013829,52.48027,-1.795991,2,2,"5, 8",2
6013830,50.61078,-4.395946,1,1,5,1
6013831,50.2424,-5.061997,1,1,5,1
6013834,50.0855,-5.539536,1,1,5,1
6013836,52.44037,-1.968501,1,1,5,1
6013838,52.57447,-1.5329,9,3,"5, 5, 5, 5, 5, 6, 6, 6, 8",8
6013839,50.28812,-5.078972,1,1,5,1
6013841,50.34744,-4.894162,1,1,5,1
6013842,50.02129,-5.099186,1,1,5,1
6013843,50.62252,-4.733356,1,1,5,1
6013844,50.1335,-5.350082,1,1,5,1
6013846,50.53634,-4.94591,1,1,5,1
6013847,50.52394,-4.215727,2,2,"5, 6",2
6013849,52.46675,-1.975927,1,1,5,1
6013850,50.38114,-5.113934,1,1,5,1
6013855,50.25042,-5.2709,1,1,5,1
6013856,52.21773,-1.865065,5,2,"5, 5, 5, 6, 6",4
6013858,50.46794,-4.271338,1,1,5,1
6013860,52.58025,-1.824882,2,2,"5, 8",2
6013863,50.50675,-4.256854,3,1,"5, 5, 5",3
6013864,50.40634,-4.224198,1,1,5,1
6013865,50.44864,-4.863467,1,1,5,1
6013866,50.38626,-4.881752,1,1,5,1
6013868,50.90771,-4.517896,3,2,"5, 5, 6",3
6013869,54.88718,-1.378964,1,1,5,1
6013870,54.58844,-1.320236,1,1,5,1
6013872,52.45321,-1.857773,2,2,"5, 6",2
6013876,50.21363,-5.197916,1,1,5,1
6013877,50.32675,-4.633876,2,1,"5, 5",2
6013878,50.65764,-4.748243,1,1,5,1
6013881,50.3695,-4.965898,1,1,5,1
6013882,50.26038,-5.111964,2,1,"5, 5",2
6013883,50.21017,-5.294779,1,1,5,1
6013884,50.12371,-5.547926,1,1,5,1
6013885,50.49692,-4.204041,2,1,"5, 5",2
6013886,50.17651,-4.981617,1,1,5,1
6013887,50.55858,-4.797842,1,1,5,1
6013888,50.46903,-4.726747,1,1,5,1
6013889,50.19067,-5.464381,2,1,"5, 5",2
6013890,50.27101,-5.181061,1,1,5,1
6013891,50.61907,-4.682356,1,1,5,1
6013893,50.12612,-5.53681,2,2,"5, 7",2
6013894,50.188,-5.352911,2,1,"5, 5",2
6013895,50.12425,-5.558251,1,1,5,1
6013899,50.39253,-4.932973,1,1,5,1
6013900,50.04936,-5.086724,2,2,"5, 7",2
6013901,50.41651,-4.458304,1,1,5,1
6013906,54.93321,-1.689883,1,1,5,1
6013909,50.41396,-5.072458,2,2,"5, 6",2
6013912,50.33651,-4.642568,1,1,5,1
6013913,50.07404,-5.620947,1,1,5,1
6013915,50.23229,-5.258634,1,1,5,1
6013917,54.61966,-1.269096,1,1,5,1
6013918,54.90379,-1.450103,1,1,5,1
6013920,50.36415,-5.057088,1,1,5,1
6013921,50.38144,-4.856587,1,1,5,1
6013922,50.26386,-5.071359,1,1,5,1
6013924,54.25089,-2.992542,2,2,"5, 6",2
6013926,54.29717,-2.736194,2,1,"5, 5",2
6013928,54.90359,-1.374001,1,1,5,1
6013929,54.80856,-1.43327,2,2,"5, 6",2
6013930,54.92282,-1.456716,3,3,"5, 6, 8",3
6013931,54.15712,-3.123065,2,1,"5, 5",2
6013932,50.18985,-5.178898,1,1,5,1
6013934,50.59949,-4.43873,1,1,5,1
6013935,52.10266,-1.943358,1,1,5,1
6013936,54.32979,-2.744267,2,1,"5, 5",2
6013937,54.90441,-1.43007,1,1,5,1
6013938,52.33393,-2.235354,3,1,"5, 5, 5",3
6013939,54.31759,-2.736037,2,1,"5, 5",2
6013941,54.83172,-1.451766,1,1,5,1
6013942,54.91079,-1.710488,1,1,5,1
6013943,54.53487,-1.302284,1,1,5,1
6013944,50.44036,-4.563022,1,1,5,1
6013945,50.26978,-5.047388,1,1,5,1
6013946,50.19434,-5.275765,1,1,5,1
6013948,54.27494,-2.734461,3,2,"5, 5, 8",3
6013949,54.55993,-1.358567,1,1,5,1
6013950,54.87683,-1.493795,1,1,5,1
6013951,52.04355,-1.971532,2,1,"5, 5",2
6013953,52.39458,-2.241519,1,1,5,1
6013954,52.12541,-2.337269,2,1,"5, 5",2
6013955,52.09283,-1.865232,2,2,"5, 6",2
6013956,50.63001,-4.373421,1,1,5,1
6013958,50.44091,-4.218184,1,1,5,1
6013959,50.5487,-4.316764,1,1,5,1
6013960,50.12471,-5.308298,1,1,5,1
6013962,54.31511,-2.750448,1,1,5,1
6013964,54.8941,-1.396694,1,1,5,1
6013965,52.71732,-1.365517,10,5,"5, 5, 5, 5, 5, 5, 6, 8, 12, 17",10
6013966,53.72892,-2.506965,1,1,5,1
6013967,54.49614,-1.357651,1,1,5,1
6013968,50.26635,-5.035184,2,2,"5, 8",2
6013969,52.18755,-2.220589,4,3,"2, 6, 6, 7",3
6013970,54.91454,-1.444652,1,1,5,1
6013971,54.93007,-1.414633,1,1,5,1
6013975,51.99661,-2.309762,2,1,"5, 5",2
6013976,52.39637,-2.268321,2,2,"5, 7",2
6013979,52.18744,-2.236254,2,1,"5, 5",2
6013980,50.26985,-5.05712,1,1,5,1
6013981,50.18732,-5.410303,1,1,5,1
6013984,50.453,-4.454757,2,1,"5, 5",2
6013986,54.1898,-2.918169,2,1,"5, 5",2
6013987,54.88798,-1.409163,2,2,"5, 8",2
6013988,54.9564,-1.644108,1,1,5,1
6013990,54.92429,-1.416729,1,1,5,1
6013991,54.83885,-1.456964,1,1,5,1
6013992,50.19008,-5.249676,1,1,5,1
6013993,50.56127,-4.690793,1,1,5,1
6013994,50.40804,-4.652612,1,1,5,1
6013995,50.39261,-4.313548,1,1,5,1
6013996,54.53497,-1.290219,1,1,5,1
6013997,54.61716,-1.313505,1,1,5,1
6013998,54.92289,-1.591106,1,1,5,1
6013999,54.19018,-3.096421,2,1,"5, 5",2
6014000,54.84007,-1.466648,1,1,5,1
6014005,54.37086,-3.072403,1,1,5,1
6014006,54.92735,-1.399817,1,1,5,1
6014008,54.88354,-1.425532,1,1,5,1
6014009,54.96084,-1.595407,1,1,5,1
6014010,54.56597,-1.317813,2,2,"5, 8",2
6014011,54.56718,-1.362149,1,1,5,1
6014014,54.82351,-1.481917,1,1,5,1
6014016,54.27584,-3.207814,2,1,"5, 5",2
6014018,54.93911,-1.668095,1,1,5,1
6014019,54.50455,-1.332472,1,1,5,1
6014020,54.92046,-1.40825,1,1,5,1
6014021,54.32262,-2.753807,3,3,"5, 6, 12",3
6014024,54.57164,-1.326473,1,1,5,1
6014025,54.87151,-1.438013,1,1,5,1
6014027,52.30175,-1.896486,2,2,"5, 6",2
6014028,52.33849,-2.733342,11,5,"5, 5, 5, 5, 5, 5, 5, 6, 7, 8, 13",11
6014029,54.59679,-1.286065,1,1,5,1
6014030,54.20446,-2.72953,2,1,"5, 5",2
6014031,54.55691,-1.342735,2,2,"5, 8",2
6014032,54.94381,-1.555849,1,1,5,1
6014035,52.21433,-2.230703,2,1,"5, 5",2
6014039,52.30812,-2.37355,1,1,5,1
6014041,54.32969,-2.726258,2,1,"5, 5",2
6014042,54.35304,-2.762181,2,1,"5, 5",2
6014044,54.88839,-1.366416,1,1,5,1
6014045,54.55772,-1.316311,1,1,5,1
6014048,52.18934,-2.255252,2,2,"5, 6",2
6014050,52.20605,-2.213101,1,1,5,1
6014052,54.26172,-2.705579,1,1,5,1
6014053,54.87435,-1.399482,1,1,5,1
6014054,54.60449,-1.291953,2,1,"5, 5",2
6014055,54.84261,-1.500436,3,3,"5, 6, 8",3
6014056,54.88017,-1.435009,1,1,5,1
6014057,54.17307,-2.975235,2,1,"5, 5",2
6014058,54.94431,-1.539,2,2,"5, 6",2
6014059,54.94052,-1.548611,1,1,5,1
6014060,54.81494,-1.450423,1,1,5,1
6014062,54.90487,-1.617566,1,1,5,1
6014063,52.38152,-2.225096,1,1,5,1
6014065,54.59921,-1.28415,1,1,5,1
6014069,54.92791,-1.602602,1,1,5,1
6014071,54.61662,-1.278131,1,1,5,1
6014072,54.18229,-3.09563,3,2,"5, 5, 6",3
6014073,54.59772,-1.316154,1,1,5,1
6014074,54.5416,-1.29083,1,1,5,1
6014075,52.17275,-2.182035,2,1,"5, 5",2
6014076,54.89153,-1.431982,1,1,5,1
6014077,54.1847,-3.126557,2,1,"5, 5",2
6014079,54.8644,-1.42571,1,1,5,1
6014081,52.15628,-2.316251,1,1,5,1
