Site_ID,Lat,Lon,Total_Facilities,Diversity_Index,Facility_Types_List,Subtype_Diversity
1003283,51.29552,0.5114772,5,3,"2, 7, 12, 12, 12",3
1003286,52.92612,-1.461839,6,3,"2, 7, 7, 12, 12, 12",5
1003287,51.85599,0.1046774,5,3,"2, 9, 9, 9, 12",5
1003289,51.55143,-0.1874971,10,5,"2, 5, 12, 13, 13, 17, 17, 17, 17, 17",6
1003297,52.59898,-1.189898,2,2,"2, 7",2
1003299,52.63683,-2.123972,7,3,"2, 7, 7, 7, 12, 12, 12",6
1003301,51.46376,-0.1689466,3,2,"2, 12, 12",2
1003305,51.18575,-0.6121132,2,2,"2, 12",2
1003306,52.58652,-1.828674,2,2,"2, 12",2
1003307,50.73523,-1.987919,4,2,"2, 12, 12, 12",2
1003308,53.80004,-1.702891,3,3,"2, 7, 12",3
1003309,51.12674,-0.01079918,4,3,"2, 7, 12, 12",4
1003310,52.97008,-1.153118,2,2,"2, 7",2
1003311,52.63484,1.307082,3,3,"2, 7, 12",3
1003313,53.7963,-1.544789,4,3,"2, 7, 12, 12",3
1003316,51.64925,-0.08126009,4,3,"2, 7, 12, 12",3
1003318,51.41426,0.08308768,8,6,"2, 5, 5, 5, 6, 7, 12, 17",8
1003319,51.42903,-0.373994,8,5,"2, 6, 6, 8, 12, 12, 12, 17",6
1003320,51.4005,-0.02675759,10,5,"2, 5, 5, 5, 5, 6, 6, 12, 17, 17",9
1003321,51.58973,-0.2747271,7,3,"2, 5, 5, 5, 5, 5, 6",7
1003322,51.54237,-0.07120212,3,3,"2, 6, 12",3
1003323,51.42283,-0.02267564,5,1,"6, 6, 6, 6, 6",1
1003324,51.49743,-0.1028661,6,3,"2, 2, 6, 12, 12, 12",4
1003326,51.54298,-0.2713625,3,3,"2, 6, 12",3
1003327,51.47363,0.1670636,10,4,"2, 5, 5, 5, 5, 5, 6, 6, 8, 8",10
1003333,51.43227,-0.01944768,4,4,"2, 5, 8, 12",4
1003337,51.27166,0.5164709,2,2,"2, 12",2
1003341,52.68168,-2.451758,4,3,"2, 7, 12, 12",4
1003342,51.63274,0.01960417,7,4,"2, 4, 4, 13, 13, 17, 17",6
1003346,52.63906,-2.28345,3,3,"2, 7, 12",3
1003348,53.32745,-2.70205,4,2,"2, 2, 12, 12",2
1003356,52.05309,1.151231,2,2,"2, 12",2
1003359,51.39741,-1.476907,3,3,"2, 7, 12",3
1003362,51.15289,-0.7979957,3,3,"2, 7, 13",3
1003363,52.6174,-0.2894345,5,3,"2, 7, 12, 12, 12",3
1003364,52.77407,-1.206893,3,3,"2, 7, 12",3
1003366,51.35534,-0.2251064,11,7,"2, 4, 6, 7, 7, 7, 12, 12, 12, 13, 17",9
1003367,51.57123,-0.7524822,3,3,"2, 7, 12",3
1003369,51.38918,-0.5054921,6,4,"2, 7, 12, 12, 12, 13",4
1003377,51.91841,-2.11015,4,3,"2, 7, 12, 12",3
1003379,51.3857,-1.031017,5,4,"2, 7, 9, 9, 17",5
1003381,51.90455,-1.141447,1,1,2,1
1003384,51.60287,0.06881662,4,3,"2, 7, 12, 12",3
1003385,51.91653,-0.7085576,3,3,"2, 7, 12",3
1003386,51.51526,-0.08399344,5,3,"2, 7, 12, 12, 12",3
1003387,51.55933,-0.2098447,8,3,"2, 7, 7, 12, 12, 12, 12, 12",4
1003388,51.5145,-0.1390822,3,2,"2, 12, 12",3
1003393,51.49463,-0.2756281,5,3,"2, 7, 12, 12, 12",3
1003395,53.48119,-2.243646,4,3,"2, 7, 12, 12",3
1003396,51.40459,-1.323137,3,3,"2, 7, 12",3
1003397,54.97182,-1.604145,2,2,"2, 7",2
1003403,52.76371,1.111449,4,4,"2, 7, 12, 13",4
1003405,51.42023,-0.502221,6,3,"2, 7, 12, 12, 12, 12",4
1003406,53.26343,-2.502321,4,3,"2, 7, 12, 12",3
1003409,51.38071,-0.1056992,2,2,"2, 12",2
1003410,51.89095,-0.4829752,3,2,"2, 12, 12",2
1003411,51.40754,-0.7624154,2,2,"2, 12",2
1003412,51.29216,-0.7575298,2,2,"2, 12",2
1003413,52.50429,-2.168826,2,2,"2, 12",2
1003415,50.46661,-3.539757,7,5,"2, 3, 7, 7, 7, 12, 17",7
1003417,52.04885,-0.7224135,4,3,"2, 7, 12, 12",3
1003418,52.37273,-1.80045,7,3,"2, 7, 7, 7, 12, 12, 12",5
1003419,51.53137,-0.1052323,5,3,"2, 7, 12, 12, 12",3
1003424,52.50821,-1.717477,1,1,2,1
1003426,51.85485,-0.3961137,5,4,"2, 7, 9, 17, 17",4
1003430,51.81373,1.175367,2,2,"2, 12",2
1003431,53.402,-2.59736,7,4,"2, 7, 7, 12, 12, 12, 13",5
1003433,53.75443,-3.02229,7,3,"2, 6, 6, 12, 12, 12, 12",3
1003434,51.43719,0.2278042,8,6,"2, 4, 7, 7, 12, 12, 13, 17",8
1003435,52.30622,-1.939486,2,2,"2, 12",2
1003436,51.51733,-0.1177643,1,1,2,1
1003437,52.55173,-1.805906,4,4,"2, 7, 9, 17",4
1003438,51.5274,-0.09665392,2,2,"2, 7",2
1003444,51.02485,-3.072586,2,2,"2, 12",2
1003447,52.55404,-0.2789918,2,2,"2, 7",2
1003448,51.58145,-0.3395664,4,2,"2, 2, 12, 12",2
1003451,51.57376,0.1831084,4,2,"2, 12, 12, 12",2
1003454,51.49372,-0.1701817,3,3,"2, 7, 12",3
1003457,52.77104,-1.204247,2,2,"2, 12",2
1003459,51.51934,-0.1209677,2,2,"2, 7",2
1003466,52.90113,0.5434836,4,3,"2, 4, 4, 13",4
1003467,51.09469,-0.7491525,5,4,"2, 6, 8, 8, 12",5
1003479,53.59073,-2.276168,5,4,"2, 7, 12, 12, 13",4
1003480,50.8304,-0.7830541,4,3,"2, 7, 12, 12",3
1003481,52.48421,-2.118785,2,2,"2, 12",2
1003482,51.79561,-1.28342,2,2,"2, 7",2
1003484,53.95163,-1.04752,13,7,"2, 4, 6, 7, 7, 7, 12, 12, 12, 12, 13, 17, 17",10
1003487,53.80875,-3.049656,5,3,"2, 7, 12, 12, 12",3
1003488,51.8782,0.847006,2,2,"2, 12",2
1003493,52.81519,-1.405108,3,1,"9, 9, 9",2
1003495,53.54547,-1.523364,5,3,"2, 7, 12, 12, 12",3
1003496,53.84134,-1.764619,5,3,"2, 7, 12, 12, 12",3
1003498,54.52366,-1.22075,4,3,"2, 7, 12, 12",4
1003500,53.80006,-1.545675,5,3,"2, 7, 12, 12, 12",4
1003505,52.95584,-1.150201,2,2,"2, 12",2
1003506,54.06115,-1.283905,4,4,"2, 7, 9, 12",4
1003508,50.87962,-1.029372,2,2,"2, 12",2
1003510,50.79918,-1.133153,1,1,2,1
1003511,54.78551,-1.350913,2,2,"2, 12",2
1003516,54.82504,-3.159135,2,2,"2, 13",2
1003520,53.13677,-1.198235,3,2,"2, 12, 12",3
1003523,51.71766,-1.21129,4,3,"2, 7, 12, 12",3
1003527,51.46595,-0.1931473,2,2,"2, 12",2
1003528,50.91592,0.4670207,13,8,"2, 5, 5, 5, 5, 6, 6, 7, 8, 12, 12, 13, 17",12
1003529,51.0555,0.1719888,12,6,"2, 5, 5, 5, 5, 5, 6, 6, 6, 7, 8, 17",11
1003530,50.85689,0.4612694,2,2,"6, 8",2
1003531,50.84649,0.4679307,8,4,"2, 2, 6, 12, 12, 12, 13, 13",5
1003532,50.84438,0.5039448,2,2,"2, 7",2
1003533,50.78115,0.2606399,5,3,"2, 6, 6, 6, 12",4
1003534,50.93915,-0.02709384,4,2,"5, 5, 5, 6",4
1003535,50.75945,0.2674358,9,5,"2, 2, 6, 6, 6, 7, 8, 12, 12",6
1003536,50.77595,0.1161307,7,6,"2, 3, 5, 6, 8, 12, 12",6
1003538,50.80132,0.2689354,7,6,"2, 6, 8, 8, 12, 13, 17",7
1003539,50.96813,0.2764867,3,3,"2, 6, 12",3
1003540,50.88033,0.6154422,7,5,"2, 5, 5, 6, 6, 8, 12",7
1003541,50.86119,0.5650412,5,3,"5, 5, 5, 6, 8",5
1003542,50.86506,0.2603599,8,4,"2, 6, 7, 7, 12, 12, 12, 12",6
1003543,50.86911,0.01845673,8,4,"1, 2, 6, 6, 6, 7, 7, 7",6
1003544,50.79548,0.00295143,4,4,"2, 6, 12, 13",4
1003545,51.09156,0.02427018,1,1,6,1
1003546,50.77451,0.2643291,1,1,7,1
1003547,50.8778,0.009634366,2,1,"7, 7",1
1003548,50.89545,0.06722385,2,2,"2, 7",2
1003549,50.95445,0.7315465,7,6,"2, 6, 7, 8, 12, 12, 13",6
1003550,50.77089,0.1176188,1,1,7,1
1003551,50.79385,0.05072954,3,2,"2, 7, 7",3
1003552,50.78199,0.3136826,7,4,"2, 6, 7, 7, 7, 7, 12",7
1003554,50.85675,0.5704843,9,5,"2, 6, 6, 7, 7, 12, 12, 12, 13",8
1003556,51.06036,0.3396031,10,6,"2, 5, 5, 5, 5, 6, 6, 7, 12, 17",10
1003557,50.97409,0.1017339,5,5,"2, 6, 7, 12, 13",5
1003558,50.87609,0.5688473,8,4,"1, 5, 5, 5, 5, 6, 6, 12",7
1003559,50.48819,-3.536221,2,2,"6, 12",2
1003560,50.51604,-3.751783,1,1,7,1
1003561,50.52457,-3.74483,8,5,"2, 5, 5, 5, 6, 6, 8, 17",8
1003563,50.39154,-3.507912,1,1,7,1
1003564,50.34977,-4.036744,3,3,"5, 6, 7",3
1003565,50.54815,-3.515895,8,5,"2, 5, 5, 6, 12, 12, 13, 13",7
1003566,50.47969,-3.779707,1,1,7,1
1003567,50.58807,-3.461501,8,4,"2, 5, 5, 5, 5, 5, 6, 7",8
1003568,50.53325,-3.617622,8,4,"2, 6, 6, 7, 7, 12, 12, 12",6
1003569,50.28014,-3.776312,9,6,"2, 3, 6, 7, 7, 12, 12, 13, 13",8
1003570,50.4645,-3.538849,5,4,"2, 6, 7, 12, 12",4
1003571,50.40128,-3.498928,1,1,7,1
1003572,50.38774,-3.920685,8,5,"2, 6, 7, 7, 7, 12, 12, 13",7
1003573,50.47278,-3.540077,1,1,6,1
1003574,50.47562,-3.524524,1,1,7,1
1003575,50.54852,-3.491174,1,1,7,1
1003576,50.42463,-3.565207,8,6,"2, 6, 7, 8, 12, 12, 13, 13",7
1003577,50.43466,-3.685952,12,6,"2, 5, 5, 5, 5, 6, 6, 7, 12, 17, 17, 17",10
1003579,51.12789,-0.01098604,8,5,"2, 6, 6, 7, 7, 12, 12, 13",7
1003580,51.18179,0.343935,2,2,"5, 6",2
1003581,51.14963,0.2594964,10,6,"2, 4, 6, 6, 7, 7, 7, 12, 12, 13",8
1003582,52.82215,-1.429505,3,2,"6, 6, 13",2
1003583,52.83985,-1.335952,11,5,"2, 5, 5, 5, 5, 5, 5, 6, 6, 7, 8",10
1003585,52.91133,-1.530256,1,1,7,1
1003586,52.98581,-1.491004,8,5,"2, 5, 5, 6, 6, 6, 7, 12",7
1003587,52.88354,-1.603199,1,1,7,1
1003589,52.77324,-1.560832,7,4,"2, 6, 6, 7, 7, 13, 13",7
1003590,52.92623,-1.480502,3,3,"2, 6, 12",3
1003591,52.80471,-1.625139,8,5,"2, 6, 6, 7, 7, 12, 12, 13",7
1003592,52.89108,-1.46071,15,5,"2, 2, 6, 7, 7, 7, 7, 7, 7, 12, 12, 12, 12, 13, 13",9
1003593,52.92545,-1.479425,6,4,"2, 7, 7, 7, 12, 13",6
1003595,52.90604,-1.468107,4,4,"2, 5, 6, 8",4
1003596,52.81152,-1.655764,10,5,"1, 1, 5, 5, 5, 5, 6, 8, 8, 17",8
1003597,52.94295,-1.431646,6,5,"2, 6, 8, 8, 12, 13",6
1003598,52.93833,-1.497074,13,7,"2, 2, 5, 5, 6, 6, 8, 8, 12, 12, 12, 13, 17",9
1003599,52.894,-1.290638,6,4,"2, 6, 7, 7, 12, 12",6
1003600,52.96366,-1.302036,1,1,6,1
1003601,50.396,-3.558636,11,5,"2, 5, 5, 5, 5, 5, 6, 6, 6, 7, 17",10
1003602,52.7055,-1.510399,7,4,"2, 5, 5, 5, 5, 6, 8",7
1003603,50.43009,-3.585945,6,3,"5, 5, 6, 6, 6, 8",6
1003604,50.47612,-3.557056,7,4,"2, 5, 5, 5, 5, 6, 17",7
1003605,52.48288,-2.071544,2,2,"2, 12",2
1003609,50.58135,-3.471396,1,1,2,1
1003613,53.44411,-2.733325,4,3,"2, 7, 12, 12",3
1003615,53.08132,-0.798326,4,3,"2, 7, 12, 12",3
1003621,51.29457,-0.3281558,4,3,"2, 7, 12, 12",3
1003622,51.43597,-0.3727378,13,7,"2, 6, 7, 7, 7, 9, 12, 12, 12, 13, 17, 17, 17",10
1003627,52.62287,-1.937043,2,2,"2, 7",2
1003631,55.01683,-1.444992,3,2,"2, 12, 12",2
1003634,53.49833,-2.534998,2,2,"2, 12",2
1003636,53.55765,-3.061039,2,2,"2, 12",2
1003637,51.71654,-1.964352,2,2,"2, 12",2
1003638,52.70898,-2.756065,2,2,"2, 12",2
1003640,51.31037,0.0266546,1,1,2,1
1003641,55.08184,-1.56973,4,2,"2, 2, 12, 12",2
1003642,53.69155,-1.630041,1,1,2,1
1003643,53.64742,-2.62817,2,2,"2, 12",2
1003644,54.53677,-1.052272,2,2,"2, 12",2
1003645,51.48362,-0.6138593,2,2,"2, 12",2
1003646,51.90289,-2.072896,2,2,"2, 12",2
1003647,50.92344,-1.434215,1,1,2,1
1003649,51.59477,-0.1860735,4,3,"2, 7, 12, 12",3
1003650,54.64197,-3.546267,1,1,2,1
1003651,53.56661,-0.6505724,1,1,2,1
1003652,54.92963,-1.3836,1,1,2,1
1003653,55.41352,-1.707604,2,2,"2, 12",2
1003655,53.64219,-1.353711,1,1,2,1
1003656,53.69109,-2.466644,1,1,2,1
1003657,53.58653,-1.026242,1,1,2,1
1003660,52.42899,0.7473288,2,2,"2, 12",2
1003662,53.54699,-2.804706,1,1,2,1
1003663,53.72647,-1.860587,2,2,"2, 12",2
1003664,50.15512,-5.068986,2,2,"2, 12",2
1003665,50.95288,-2.60705,2,2,"2, 12",2
1003666,53.81679,-1.664435,2,2,"2, 12",2
1003669,53.39336,-1.50746,1,1,2,1
1003670,50.71704,-1.885686,4,3,"2, 7, 7, 12",4
1003672,55.37203,-1.69405,3,3,"2, 7, 17",3
1003673,52.52481,-1.473022,2,2,"2, 12",2
1003674,51.34012,-0.7763245,3,2,"2, 12, 12",2
1003675,50.54285,-4.148989,2,2,"2, 12",2
1003676,54.48855,-1.365158,3,3,"2, 7, 12",3
1003677,53.87828,-2.385432,4,2,"2, 12, 12, 12",2
1003678,51.46449,-0.2156498,1,1,2,1
1003680,51.46281,-0.1340161,2,2,"2, 12",2
1003683,51.66594,0.4470224,4,3,"2, 7, 12, 12",3
1003684,53.74239,-0.3411554,2,2,"2, 12",2
1003688,51.4473,-0.01950247,1,1,2,1
1003693,51.44154,-2.577767,2,2,"2, 12",2
1003694,51.6009,-0.2669107,1,1,2,1
1003695,53.70539,-1.403937,2,2,"2, 12",2
1003696,52.51035,1.017775,2,2,"2, 12",2
1003697,50.73688,-1.664019,2,2,"2, 7",2
1003699,50.43512,-3.567916,1,1,2,1
1003700,53.54636,-1.145999,1,1,2,1
1003705,51.67316,0.3864315,5,3,"5, 5, 6, 6, 7",5
1003706,51.56146,0.4500848,4,3,"2, 6, 6, 13",4
1003707,51.61297,0.5420806,6,3,"5, 5, 5, 6, 6, 8",6
1003708,51.54992,0.6421669,2,1,"7, 7",2
1003709,51.50723,0.2639178,10,5,"2, 5, 5, 7, 7, 9, 9, 12, 12, 12",8
1003710,51.61823,0.419681,10,6,"2, 5, 5, 5, 5, 6, 6, 7, 8, 17",10
1003711,51.63265,0.4156066,1,1,7,1
1003712,51.49145,0.3428454,9,4,"2, 6, 6, 6, 6, 7, 7, 7, 12",6
1003713,51.72261,0.6914968,6,4,"2, 6, 7, 7, 12, 12",5
1003714,51.8852,0.540036,10,7,"1, 2, 5, 5, 5, 6, 8, 12, 12, 17",10
1003715,51.79709,0.6341765,9,5,"2, 6, 6, 7, 7, 7, 12, 12, 13",8
1003716,51.63494,0.2995721,8,6,"2, 6, 7, 7, 8, 12, 12, 13",7
1003717,51.80733,1.017356,2,1,"7, 7",1
1003718,51.82058,1.021471,7,5,"2, 6, 6, 8, 12, 13, 13",7
1003719,51.60496,0.5083879,9,5,"2, 5, 5, 5, 5, 6, 6, 12, 13",9
1003720,51.56838,0.5047421,11,5,"2, 5, 5, 5, 5, 5, 6, 6, 6, 7, 12",10
1003722,51.79789,1.159892,8,6,"2, 6, 7, 8, 12, 12, 12, 17",7
1003723,51.59478,0.6718296,10,6,"2, 6, 6, 7, 7, 8, 12, 12, 12, 13",9
1003724,51.8966,0.9052143,12,6,"2, 6, 6, 6, 7, 7, 7, 7, 8, 12, 12, 13",10
1003725,51.52618,0.4466604,5,4,"2, 6, 7, 7, 12",5
1003726,51.61932,0.3096386,13,8,"1, 2, 5, 5, 6, 6, 7, 7, 8, 8, 12, 12, 13",11
1003727,51.71587,0.57793,2,2,"2, 6",2
1003728,51.56765,0.6003638,14,7,"2, 4, 5, 5, 5, 5, 5, 6, 6, 8, 12, 12, 12, 17",12
1003729,51.62782,0.8109649,6,3,"2, 5, 5, 5, 6, 6",6
1003730,51.72483,0.4665056,4,4,"2, 6, 12, 13",4
1003731,51.92709,1.270012,4,4,"2, 7, 8, 12",4
1003732,51.88165,0.3530843,7,7,"2, 6, 7, 8, 12, 13, 17",7
1003733,51.69602,0.1097785,7,4,"2, 6, 12, 12, 12, 13, 13",5
1003734,51.57169,0.5178546,5,5,"2, 6, 7, 8, 12",5
1003735,51.85269,1.275314,3,2,"2, 7, 7",3
1003736,51.57219,0.4525219,3,2,"2, 7, 7",3
1003737,51.48937,0.3280304,7,3,"2, 5, 5, 5, 5, 6, 6",7
1003740,51.5544,0.7953904,1,1,6,1
1003742,51.94654,0.6477283,8,6,"2, 6, 7, 7, 8, 12, 12, 13",8
1003743,51.77435,0.1013081,5,3,"2, 7, 7, 7, 12",4
1003744,51.77524,0.09298404,6,4,"2, 6, 12, 12, 13, 13",5
1003745,51.92798,1.261655,5,3,"6, 13, 13, 17, 17",4
1003748,51.57595,0.4306713,9,6,"2, 5, 5, 5, 5, 6, 7, 8, 12",9
1003749,52.01471,0.252725,8,6,"2, 6, 7, 7, 12, 12, 13, 17",8
1003751,51.64838,0.05775308,5,3,"2, 7, 7, 12, 12",4
1003752,51.7767,0.9119131,3,3,"2, 6, 13",3
1003754,51.57362,0.4353383,3,3,"2, 6, 13",3
1003756,51.78167,0.1407489,1,1,6,1
1003757,51.86594,0.5499663,11,4,"2, 5, 5, 5, 5, 5, 5, 6, 6, 6, 8",10
1003758,51.51362,0.2776676,12,5,"2, 5, 5, 5, 5, 5, 6, 6, 6, 6, 7, 13",10
1003759,51.71585,0.2484248,8,6,"2, 5, 5, 6, 7, 12, 12, 13",7
1003760,51.48251,0.3530032,9,8,"2, 5, 5, 6, 7, 8, 12, 13, 17",9
1003761,51.60229,0.5974595,6,6,"2, 3, 6, 12, 13, 17",6
1003762,51.56733,0.5049353,1,1,7,1
1003763,51.87454,0.5545104,4,3,"2, 7, 7, 13",4
1003764,51.73573,0.4769704,8,4,"2, 7, 7, 7, 12, 12, 12, 13",6
1003765,51.5625,0.5847884,5,3,"2, 7, 7, 12, 12",4
1003766,52.01711,0.231493,8,6,"2, 5, 5, 5, 6, 7, 8, 12",8
1003767,51.77413,1.080853,2,1,"7, 7",2
1003768,51.6381,0.3307402,8,5,"2, 5, 5, 5, 5, 6, 7, 8",8
1003769,51.5339,0.775899,5,3,"2, 6, 6, 7, 7",5
1003770,51.55435,0.7347185,10,7,"1, 2, 4, 6, 6, 7, 7, 7, 12, 17",10
1003771,51.62868,0.3035979,5,3,"5, 5, 5, 6, 7",5
1003772,51.89316,0.2062198,4,4,"2, 6, 12, 17",4
1003773,51.75029,0.09251715,9,5,"2, 5, 5, 5, 5, 6, 6, 7, 12",9
1003774,51.74981,0.07339752,1,1,6,1
1003775,51.84294,1.251536,9,4,"5, 5, 5, 5, 5, 6, 6, 12, 17",9
1003776,51.46076,0.3640122,3,3,"2, 6, 12",3
1003777,51.81958,0.7479837,12,6,"2, 5, 5, 5, 5, 5, 5, 6, 6, 8, 12, 13",12
1003778,51.89805,0.5433063,4,3,"6, 9, 13, 13",4
1003779,51.87484,0.9478933,15,7,"2, 4, 5, 5, 5, 5, 5, 6, 6, 8, 12, 12, 12, 12, 13",11
1003781,51.6813,0.007313259,4,3,"2, 7, 7, 12",4
1003782,51.57756,0.6034167,2,2,"2, 6",2
1003783,51.53901,0.7160959,4,2,"2, 7, 7, 7",4
1003784,51.5341,0.5668697,13,8,"1, 2, 5, 5, 5, 6, 6, 7, 7, 8, 12, 12, 13",12
1003785,51.61378,0.5182995,4,3,"2, 7, 12, 12",3
1003786,51.64632,0.6222074,8,6,"2, 6, 6, 6, 7, 8, 12, 17",7
1003787,51.66327,-0.3278934,10,6,"2, 5, 5, 5, 5, 5, 6, 8, 12, 17",10
1003789,51.77506,-0.4480392,15,6,"2, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 7, 12, 12, 17",12
1003790,51.76423,-0.580257,7,6,"2, 6, 7, 8, 8, 12, 13",6
1003791,51.68097,-0.4094391,5,4,"2, 6, 7, 12, 12",4
1003792,51.77419,-0.2217379,5,4,"2, 5, 5, 6, 8",5
1003793,51.87163,0.1498602,13,5,"2, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 17, 17",12
1003794,51.8567,0.1623639,6,3,"2, 5, 5, 6, 6, 6",5
1003795,51.70412,-0.3469646,5,5,"1, 2, 5, 6, 7",5
1003797,51.65563,-0.3735836,9,7,"2, 6, 7, 7, 8, 12, 12, 13, 17",9
1003798,51.75759,-0.4831147,11,5,"2, 5, 5, 5, 5, 5, 6, 6, 6, 7, 8",10
1003800,51.81375,-0.04591561,2,2,"2, 7",2
1003801,51.97676,-0.2482012,4,3,"2, 6, 6, 17",4
1003802,51.73884,-0.3110137,13,7,"1, 5, 5, 5, 5, 5, 5, 6, 6, 7, 8, 12, 17",13
1003803,51.70143,-0.2073428,9,6,"2, 6, 7, 7, 8, 12, 12, 12, 13",7
1003804,51.87718,0.1622714,4,3,"2, 7, 7, 12",4
1003805,51.70153,-0.03303709,8,6,"2, 6, 7, 7, 8, 12, 12, 13",7
1003806,51.95116,-0.2784833,11,5,"5, 5, 5, 5, 6, 6, 8, 12, 12, 17, 17",9
1003807,51.77916,-0.03251572,6,5,"2, 6, 7, 8, 8, 13",5
1003808,51.8129,-0.3564088,5,4,"2, 6, 12, 12, 13",4
1003809,51.8005,-0.0763584,10,6,"2, 5, 5, 5, 7, 7, 7, 8, 12, 17",9
1003811,51.75034,-0.2259943,5,5,"2, 6, 8, 12, 13",5
1003812,51.76196,-0.2318268,6,3,"2, 7, 7, 7, 7, 12",5
1003814,51.74566,-0.4773295,13,6,"2, 6, 6, 7, 7, 7, 7, 7, 8, 12, 12, 12, 13",9
1003815,51.65992,-0.2661345,5,4,"2, 6, 7, 7, 12",5
1003816,51.95425,-0.2591348,8,5,"2, 5, 5, 5, 5, 6, 8, 13",8
1003817,51.95242,-0.2813394,8,3,"2, 7, 7, 7, 7, 12, 12, 12",6
1003818,51.7532,-0.0136673,1,1,7,1
1003820,51.7753,-0.0007514992,10,7,"2, 5, 6, 7, 7, 8, 8, 12, 12, 13",10
1003822,51.74333,-0.01093967,3,2,"2, 7, 7",3
1003823,51.74755,-0.4550241,3,3,"3, 7, 10",3
1003824,51.98451,-0.2243494,2,1,"7, 7",1
1003825,51.82018,0.1492741,2,2,"2, 7",2
1003826,51.72659,-0.2951591,4,4,"2, 6, 12, 17",4
1003827,51.81989,-0.2113211,8,4,"5, 5, 5, 5, 5, 6, 7, 8",8
1003828,51.97744,-0.2051508,9,5,"2, 6, 7, 7, 12, 12, 12, 13, 13",8
1003829,52.05562,-0.01108314,5,4,"2, 6, 7, 12, 12",5
1003830,52.04787,-0.01891003,1,1,7,1
1003831,51.77077,-0.3078067,11,6,"2, 5, 5, 5, 5, 5, 6, 6, 7, 8, 17",11
1003832,51.61786,-0.3808393,3,3,"5, 7, 8",3
1003834,51.96812,-0.2265518,12,5,"2, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 17",12
1003835,51.63927,-0.3613121,4,4,"2, 6, 7, 12",4
1003837,51.90187,-0.2053199,8,5,"2, 3, 6, 6, 12, 12, 12, 13",5
1003838,51.90464,-0.1996275,4,3,"2, 7, 7, 12",4
1003839,51.6273,-0.3922685,7,4,"2, 6, 6, 7, 7, 12, 12",5
1003840,51.91574,-0.2064651,8,3,"2, 5, 5, 5, 5, 5, 6, 6",8
1003841,51.70324,-0.3894167,12,6,"2, 5, 5, 5, 5, 5, 5, 6, 6, 8, 12, 17",12
1003842,51.77394,-0.3429392,10,4,"5, 5, 5, 5, 5, 5, 5, 6, 7, 12",10
1003843,51.79861,-0.6547737,10,5,"5, 5, 5, 5, 6, 6, 6, 7, 8, 17",9
1003844,51.7611,-0.2482782,14,8,"2, 5, 5, 6, 6, 6, 7, 8, 8, 8, 12, 12, 13, 17",11
1003845,51.95084,-0.02601994,2,2,"7, 17",2
1003846,51.80866,-0.02911171,1,1,6,1
1003847,51.81159,-0.03684046,2,1,"7, 7",1
1003848,51.66014,-0.4055358,3,2,"7, 7, 12",3
1003849,51.69566,-0.3921602,11,7,"1, 2, 6, 7, 7, 8, 8, 12, 12, 12, 13",10
1003851,51.85644,-0.1114785,2,1,"6, 6",1
1003852,51.74561,-0.3455617,4,3,"2, 7, 7, 12",4
1003853,51.63917,-0.4984427,9,6,"2, 6, 7, 7, 8, 12, 12, 12, 13",8
1003854,51.82381,-0.03332926,11,7,"1, 1, 2, 5, 5, 6, 6, 6, 8, 12, 17",8
1003855,51.44656,0.1507739,5,3,"2, 5, 5, 5, 6",5
1003858,51.61658,-0.005959099,4,3,"2, 7, 7, 12",4
1003860,51.4376,-0.1680072,7,4,"2, 6, 6, 6, 7, 7, 17",5
1003866,51.42759,-0.3686105,5,4,"5, 5, 6, 7, 17",5
1003869,51.44342,-0.02480787,11,6,"2, 5, 5, 5, 5, 8, 8, 8, 12, 13, 17",10
1003872,51.44507,-0.1977275,8,6,"2, 6, 6, 7, 8, 12, 12, 17",6
1003873,51.61677,-0.4330624,5,4,"5, 5, 6, 7, 17",5
1003874,51.54754,-0.1472241,3,3,"6, 8, 12",3
1003876,53.53669,-2.128345,3,3,"2, 7, 12",3
1003878,51.64945,-0.1714906,4,3,"2, 7, 12, 12",3
1003881,53.25346,-1.428377,3,2,"2, 12, 12",2
1003883,52.62653,1.304844,3,2,"2, 12, 12",2
1003884,51.54081,-0.2982386,1,1,2,1
1003890,51.32031,-0.5552751,4,2,"2, 12, 12, 12",2
1003891,53.1422,-1.552199,2,2,"2, 12",2
1003892,50.82612,-1.06258,8,5,"2, 7, 7, 12, 12, 12, 13, 17",7
1003893,51.91597,0.925576,3,3,"2, 7, 12",3
1003894,52.48053,-1.897882,2,2,"2, 12",2
1003895,51.52053,-0.1179644,3,3,"2, 7, 12",3
1003896,53.13826,-1.199445,4,3,"2, 7, 12, 12",4
1003897,51.8435,0.7322213,4,4,"2, 7, 12, 17",4
1003903,53.39622,-2.148208,3,3,"2, 6, 8",3
1003904,53.57879,-2.436321,4,4,"2, 6, 8, 12",4
1003906,53.5132,-2.139403,3,3,"5, 6, 8",3
1003908,53.65137,-2.314978,3,3,"2, 5, 7",3
1003909,51.26602,-0.7493238,12,7,"2, 5, 5, 5, 6, 6, 7, 8, 8, 13, 17, 17",9
1003910,51.23569,-0.7464222,5,3,"2, 7, 7, 7, 8",5
1003911,51.13791,-0.9917939,9,6,"2, 6, 6, 7, 7, 8, 12, 12, 13",8
