Site ID,Facility Type,Facility Subtype,Facility ID,Courts,Surface Type,Overmarked,Overmarked Sports: Basketball,Overmarked Sports: Football,Overmarked Sports: Hockey,Overmarked Sports: Netball,Overmarked Sports: Other Sport,Operational Status Notes,Operational Status,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1042031,4,4004,4099932,2,7,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2007,0,,1,0,,2,1,1,12,,,2025-02-18 09:02:47,1,494623,141370,51.16376,-0.6481056,
1000029,4,4002,4100380,1,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1996,1,2004,1,1,2009,2,1,1,12,,,2025-10-15 19:17:37,1,547225,171391,51.42242,0.1161054,
1010113,4,4004,4100576,3,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2010,0,,1,0,,2,1,1,12,,,2025-02-26 15:52:42,1,296418,91015,50.70951,-3.468384,
1207362,4,4004,4100677,3,1,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,0,0,0,1,0,Ramps.,2010,0,,1,0,,2,1,1,12,,,2024-08-23 08:33:57,1,392213,320905,52.78568,-2.116895,
1003366,4,4002,4104407,2,10,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,lift on site.,2002,0,,1,0,,2,1,1,12,,,2025-12-19 09:11:24,1,523684,163302,51.35534,-0.2251064,
1000500,4,4002,4104469,3,10,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1998,1,2013,1,1,2015,2,1,1,12,,,2025-01-16 09:24:27,1,436551,335725,52.91772,-1.457848,
1000115,4,4004,4104902,4,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1997,1,2010,1,1,2011,2,1,1,12,,,2024-11-06 12:17:37,1,429693,438696,53.84368,-1.550204,
1042670,4,4003,4106990,10,3,2,2,2,2,2,2,"Courts repainted - 2015
Changing Room Showers Refurbished - 2016
Courts repainted - 2019
Indoor lights replaced - 2019",3,,1988-11-01,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,,1988,0,,1,1,2016,2,1,1,12,,,2025-11-12 09:24:57,1,545544,208026,51.75203,0.107125,
1204830,4,4004,4107189,1,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,School/College/University (in house),Education,0,0,1,1,1,1,1,0,0,1,0,,1989,1,2014,1,1,2014,2,1,1,12,,,2025-10-07 10:57:26,1,465410,181891,51.53215,-1.058393,
1036615,4,4004,4107884,1,9,2,2,2,2,2,2,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1995,0,,1,1,2007,2,1,1,12,2022-07-01,101,2023-08-23 11:35:48,1,389739,144308,51.19789,-2.148228,
1000023,4,4002,4108932,2,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,Parking: 10 bays,1992,1,2014,1,1,2014,2,1,1,12,,,2025-01-09 12:06:54,1,542894,194296,51.62934,0.06313322,
1000028,4,4002,4109122,2,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1997,1,2018,1,1,2015,2,2,9,4,,,2025-01-09 12:19:00,1,487017,240161,52.05302,-0.7323686,
1000017,4,4002,4109124,4,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 6 Spaces, Finding/Reaching Entrance: Ramps, Sloping areas",1989,1,2021,1,1,2014,2,1,1,12,,,2026-01-05 09:05:40,1,523730,168911,51.40574,-0.2224867,
1000503,4,4002,4109128,2,10,2,2,2,2,2,2,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,2,,1999,1,2014,1,1,2007,2,1,1,12,2018-02-08,101,2023-08-24 11:24:02,1,454575,341306,52.96637,-1.18888,
1204212,4,4004,4109225,4,3,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2011,0,,1,0,,2,1,1,12,,,2024-12-18 09:44:24,1,431634,567954,55.00516,-1.506972,
1203579,4,4004,4110048,4,1,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2011,0,,1,0,,2,1,1,12,,,2025-07-14 11:35:14,1,366933,82683,50.64288,-2.46901,
1011238,4,4002,4110935,3,7,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,1,,1998,1,2013,1,1,2011,2,2,10,4,,,2025-05-30 08:14:12,1,524486,172133,51.43453,-0.2104905,
1037896,4,4004,4113992,1,1,2,2,2,2,2,2,,5,,,,Pay and Play,Public Access,Not Known,Not Known,1,0,0,0,0,0,0,0,0,0,0,,1997,0,,1,0,,1,1,1,12,2011-07-01,999,2024-03-06 15:20:42,1,358596,526938,54.63586,-2.642967,
30009648,4,4002,4114151,4,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2011,0,,1,0,,2,1,1,12,,,2024-12-10 10:41:55,1,521093,180416,51.50971,-0.2564538,
1005317,4,4002,4114310,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2006,0,,1,0,,2,1,1,12,,,2024-10-31 09:37:14,1,620818,311303,52.65449,1.263325,
1019136,4,4002,4114619,1,9,2,2,2,2,2,2,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2008,0,,1,0,,2,1,1,12,2024-10-16,101,2025-05-27 14:20:09,1,388364,216522,51.84718,-2.170316,
1002776,4,4002,4115503,2,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,0,1,0,Parking: 2 Designated Parking Bays,2012,0,,1,0,,2,1,1,12,,,2024-11-06 18:43:27,1,541251,109421,50.86704,0.005945798,
1000035,4,4004,4115722,6,2,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2012,1,2014,1,0,,2,1,1,12,,,2026-01-09 15:33:45,1,406019,284556,52.45893,-1.91284,
1000094,4,4004,4117934,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Lift,2012,0,,1,0,,2,1,1,12,,,2025-10-22 08:30:49,1,434833,277049,52.39038,-1.489565,
1011229,4,4004,4117986,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2013,0,,1,0,,2,1,1,12,,,2024-11-04 10:40:36,1,525006,114841,50.9195,-0.2229168,
1005098,4,4002,4127322,3,9,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1999,1,2013,1,0,,2,1,1,12,,,2024-12-11 14:39:21,1,462054,450135,53.94363,-1.056114,
30009618,4,4004,4127331,4,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2013,1,2020,1,0,,2,1,1,12,,,2024-11-22 13:58:43,1,613238,160012,51.29929,1.057497,
1002690,4,4004,4127332,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2010,0,,1,1,2013,2,1,1,12,,,2025-08-18 15:47:27,1,249806,59866,50.4194,-4.115565,
1059342,4,4004,4135569,4,1,2,2,2,2,2,2,,3,,2018-01-01,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,,2017,0,,1,1,2022,2,1,1,12,,,2025-02-12 15:39:57,1,243331,125176,51.00458,-4.234389,
1000023,4,4002,4136027,2,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,Parking: 10 bays,2002,0,,1,1,2014,2,1,1,12,,,2025-01-09 12:06:54,1,542894,194296,51.62934,0.06313322,
30002695,4,4001,30001070,6,1,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2016,0,,1,0,,2,1,1,12,,,2025-08-26 07:43:01,1,523503,167837,51.39614,-0.2261242,2016-01-25 16:18:32
1000167,4,4001,30001782,3,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,Parking: 6 Spaces,2000,0,,0,0,,2,1,1,12,,,2025-12-29 12:22:10,1,507881,191574,51.61267,-0.4433364,2016-03-02 11:43:20
1201314,4,4004,30003400,3,5,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,2015,0,,1,0,,2,1,1,12,,,2025-07-24 11:31:53,1,336947,396592,53.4623,-2.951168,2016-05-06 12:37:38
30003744,4,4004,30005031,2,3,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2016,0,,1,0,,2,1,1,12,,,2025-01-28 13:27:33,1,435285,144244,51.19633,-1.496392,2016-06-17 15:46:08
1205163,4,4004,30005520,2,1,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1992,0,,1,1,2017,2,1,1,12,,,2025-04-30 11:57:26,1,387039,107370,50.86568,-2.185536,2016-07-05 11:14:32
30004088,4,4001,30006054,4,1,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,2015,0,,1,0,,2,1,1,12,,,2025-05-27 14:16:46,1,525973,189765,51.59267,-0.1828186,2016-07-19 15:13:42
1008877,4,4004,30007632,4,1,2,2,2,2,2,2,"Sports dome also houses 4 netball, 4 basketball and 4 handball courts.",3,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2014,0,,1,0,,2,1,1,12,,,2025-05-01 10:33:46,1,486342,105691,50.8443,-0.7749904,2016-11-09 16:23:57
30002508,4,4004,30007904,4,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1999,0,,1,0,,2,1,1,12,,,2024-10-30 08:40:09,1,446285,164894,51.38122,-1.336302,2016-12-05 11:15:09
1100159,4,4004,30008419,2,3,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2000,0,,1,0,,2,1,1,12,,,2025-11-20 11:15:42,1,253969,94758,50.73402,-4.070712,2017-01-25 15:52:46
1003779,4,4002,30010336,4,3,2,2,2,2,2,2,1 netball court overmarked,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2017,0,,1,0,,2,2,10,4,,,2025-11-28 16:22:36,1,603017,223691,51.87484,0.9478933,2017-03-09 11:02:22
30006050,4,4004,30011303,3,10,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2017,0,,1,0,,2,1,1,12,,,2025-02-19 11:17:27,1,503900,251287,52.15012,-0.4828493,2017-04-25 16:39:46
1201118,4,4001,30011564,2,3,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2017,0,,1,0,,2,1,1,12,,,2025-04-11 09:17:22,1,369009,439041,53.84669,-2.472519,2017-05-26 10:52:01
1205002,4,4004,30011639,2,3,2,2,2,2,2,2,,3,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,2018,0,,1,0,,2,1,1,12,,,2024-11-29 11:42:41,1,283844,74206,50.55602,-3.641131,2017-06-12 16:12:12
30006712,4,4003,30013126,4,1,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2013,0,,1,0,,2,1,1,12,,,2025-04-24 15:31:36,1,464880,103275,50.82538,-1.080209,2017-09-26 11:34:05
1004876,4,4001,30013183,3,1,2,2,2,2,2,2,,3,,2017-09-21,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,Lift to the gym.,2017,0,,1,0,,2,1,1,12,,,2025-01-29 15:43:43,1,472869,172025,51.44254,-0.9529129,2017-09-29 11:12:10
30006988,4,4001,30014197,1,4,2,2,2,2,2,2,,3,,2017-09-07,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,,2017,0,,1,1,2018,2,1,1,12,,,2025-03-26 13:33:20,1,409564,552500,54.8672,-1.852522,2018-01-23 11:05:12
1008087,4,4004,30014436,2,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,School/College/University (in house),Education,1,0,1,1,1,1,1,0,1,1,0,,2010,0,,1,0,,2,1,1,12,,,2025-09-04 15:39:30,1,583189,270392,52.30111,0.685263,2018-01-31 08:58:55
1003202,4,4001,30014970,3,5,2,2,2,2,2,2,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,Ramps,2012,0,,0,0,,2,1,1,12,,,2025-06-23 07:02:45,1,515892,148846,51.22705,-0.3416462,2018-03-09 09:32:34
1000009,4,4004,30014994,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1996,1,2016,1,0,,2,1,1,12,,,2026-01-08 09:38:39,1,340638,374450,53.26373,-2.891404,2018-03-13 15:33:15
1000877,4,4002,30015283,2,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2005,1,2011,1,0,,2,2,10,3,,,2025-09-15 08:58:49,1,616196,246268,52.07257,1.15324,2018-04-13 15:22:14
1204870,4,4001,30015611,9,3,2,2,2,2,2,2,,3,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,0,1,1,0,,2016,0,,1,0,,2,1,1,12,,,2025-09-23 15:16:24,1,323526,123908,51.00945,-3.091426,2018-05-18 16:00:59
1200741,4,4001,30016251,4,1,2,2,2,2,2,2,,3,,,,Private Use,Private,School/College/University (in house),Education,1,0,0,0,0,0,0,0,0,0,0,,2000,0,,1,0,,2,1,1,12,,,2025-06-25 13:49:07,1,544671,165209,51.36752,0.07687293,2018-09-12 12:58:25
1011223,4,4001,30016315,4,1,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,0,1,1,0,"Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",2018,0,,1,0,,2,1,1,12,,,2025-08-01 08:40:56,1,487327,290693,52.50716,-0.7147848,2018-09-19 12:02:22
1011223,4,4001,30016316,4,1,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,0,1,1,0,"Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",2018,0,,1,0,,2,1,1,12,,,2025-08-01 08:40:56,1,487327,290693,52.50716,-0.7147848,2018-09-19 12:02:22
1068510,4,4004,30017693,6,1,2,2,2,2,2,2,,3,Parkwood Leisure,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,1,,2003,0,,1,1,2022,2,1,1,12,,,2025-04-08 10:22:40,1,255949,132282,51.07174,-4.057502,2019-02-08 09:51:58
30006160,4,4004,30018043,3,1,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Commercial Management,Commercial,0,1,1,0,1,1,1,0,0,1,0,,2017,0,,1,0,,2,1,1,12,,,2024-07-15 15:21:16,1,579294,166631,51.37043,0.5744826,2019-03-14 16:49:45
1205390,4,4001,30026582,4,3,2,2,2,2,2,2,Overmarked with three netball courts.,3,Holmer Green Senior School,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,1,,2020,0,,1,0,,2,1,1,12,,,2025-05-02 07:19:07,1,490067,197187,51.66626,-0.6990889,2021-10-22 15:33:24
1011220,4,4004,30026859,6,1,2,2,2,2,2,2,,3,,,,Private Use,Private,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2020,0,,1,1,2021,2,1,1,12,,,2025-04-16 13:55:47,1,524281,172158,51.43481,-0.2134327,2021-12-16 16:19:49
1003226,4,4001,30028422,3,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2015,1,2022,1,0,,2,1,1,12,,,2024-10-31 15:16:23,1,411166,306042,52.65202,-1.836366,2022-10-06 09:57:23
30010378,4,4001,30028450,2,1,2,2,2,2,2,2,,3,Tennis Shropshire,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,0,1,0,,2022,0,,1,0,,2,1,1,12,,,2025-01-17 11:15:26,1,352147,314673,52.72758,-2.710005,2022-10-11 12:10:23
30010525,4,4001,30028926,3,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2022,0,,1,0,,2,1,1,12,,,2025-04-08 14:12:59,1,457471,221236,51.88674,-1.166348,2022-12-29 16:24:48
6005723,4,4001,30029265,2,3,2,2,2,2,2,2,,3,,,,Pay and Play,Public Access,Sport Club,Others,1,0,1,1,1,1,0,0,0,1,0,,2007,0,,0,0,,2,1,1,12,,,2025-01-22 12:45:02,1,391213,174036,51.46523,-2.127877,2023-02-24 09:06:23
30011067,4,4002,30031047,3,4,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2023,0,,1,0,,2,1,1,12,,,2024-11-27 09:00:22,1,455823,273361,52.3555,-1.181771,2023-10-03 15:23:01
1004008,4,4004,30031535,2,1,2,2,2,2,2,2,2 courts and a acrylic surface - this can be x 2 Tennis or x 2 netball Tennis courts.,3,,2019-06-07,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Access to gym needs stairs 
No hoist ",2019,0,,1,0,,2,1,1,12,,,2025-09-25 08:14:28,1,482778,163529,51.36481,-0.8123444,2023-11-16 16:56:46
1036184,4,4002,70000215,2,4,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,1982,1,2023,1,0,,2,1,1,12,,,2025-07-24 14:26:02,1,420505,254453,52.18796,-1.701471,2024-04-22 12:32:25
1006740,4,4004,2021723,2,1,0,0,0,0,0,0,,3,Freedom Leisure,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,Parking: Parking bays directly outside reception,1996,1,2013,1,1,2013,2,1,1,12,,,2025-06-27 08:46:27,1,529669,107467,50.85219,-0.1592406,
1036184,4,4002,30001789,2,8,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,1,1,0,,2015,0,,1,0,,2,1,1,12,,,2025-07-24 14:26:02,1,420505,254453,52.18796,-1.701471,2016-03-02 12:46:16
1200915,4,4001,30005628,1,1,0,0,0,0,0,0,,5,,,,Private Use,Private,School/College/University (in house),Education,1,1,1,1,1,1,1,0,0,1,0,,2015,0,,1,0,,2,1,1,12,2012-01-01,999,2025-06-24 14:30:36,1,446328,459251,54.0272,-1.294288,2016-07-07 12:30:58
1004724,4,4003,30010396,4,1,0,0,0,0,0,0,,3,,2016-12-12,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2016,0,,0,0,,2,1,1,12,,,2025-05-02 12:53:25,1,454718,335179,52.91129,-1.18777,2017-03-13 12:30:52
1005843,4,4004,4100241,4,1,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,0,1,1,0,,2011,0,,1,0,,2,1,1,12,,,2025-10-01 10:13:25,1,369991,312309,52.70762,-2.445588,
1000004,4,4002,2021595,3,3,2,2,2,2,2,2,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Lift,1997,1,2006,1,1,2007,2,1,1,12,2021-11-21,101,2021-11-30 17:29:45,1,534549,108364,50.85914,-0.08962537,
1000004,4,4004,2021596,3,1,2,2,2,2,2,2,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Lift,1997,1,2006,1,1,2007,2,1,1,12,2021-11-21,101,2021-11-30 17:29:45,1,534549,108364,50.85914,-0.08962537,
1000004,4,4004,2021597,5,5,2,2,2,2,2,2,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Lift,1997,1,2006,1,1,2007,2,1,1,12,2021-11-21,101,2021-11-30 17:29:45,1,534549,108364,50.85914,-0.08962537,
1000009,4,4004,2021598,6,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1996,1,2013,1,0,,2,1,1,12,,,2026-01-08 09:38:39,1,340638,374450,53.26373,-2.891404,
1000012,4,4004,2021599,8,10,2,2,2,2,2,2,4 Acrylic Courts & 4 Carpet Courts.,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1985,1,2018,1,1,2004,2,1,1,12,,,2024-10-29 15:45:47,1,500572,157270,51.30567,-0.5586035,
1000016,4,4004,2021600,6,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1991,1,2004,1,1,2012,2,1,1,12,,,2025-01-13 14:30:14,1,534189,197434,51.65968,-0.06135222,
1000017,4,4004,2021601,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 6 Spaces, Finding/Reaching Entrance: Ramps, Sloping areas",1989,1,2014,1,1,2014,2,1,1,12,,,2026-01-05 09:05:40,1,523730,168911,51.40574,-0.2224867,
1000018,4,4002,2021602,2,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1999,1,2004,1,1,2007,2,1,1,12,,,2024-10-31 19:43:47,1,570709,190364,51.58628,0.4627227,
1000018,4,4004,2021603,6,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1999,0,,1,1,2007,2,1,1,12,,,2024-10-31 19:43:47,1,570709,190364,51.58628,0.4627227,
1000019,4,4004,2021604,7,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1995,1,2016,1,1,2016,2,1,1,12,,,2025-12-24 10:33:26,1,407080,295085,52.55358,-1.897004,
1000021,4,4004,2021606,6,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1991,1,2008,1,1,2005,2,1,1,12,,,2024-10-28 13:41:12,1,513163,197313,51.66322,-0.3652291,
1000023,4,4004,2021607,8,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,Parking: 10 bays,1992,1,2002,1,1,2014,2,1,1,12,,,2025-01-09 12:06:54,1,542894,194296,51.62934,0.06313322,
1000024,4,4004,2021608,10,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 5 Bays,1989,1,2009,1,1,2012,2,1,1,12,,,2025-01-06 08:53:31,1,526608,191361,51.60687,-0.1730804,
1000025,4,4004,2021609,7,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 6 Bays,1982,1,2003,1,1,2012,2,1,1,12,,,2025-04-09 20:42:20,1,511145,178386,51.4935,-0.4003802,
1000028,4,4001,2021610,3,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2003,1,2007,1,1,2015,2,1,1,12,,,2025-01-09 12:19:00,1,487017,240161,52.05302,-0.7323686,
1000028,4,4004,2021611,10,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1998,1,2009,1,1,2015,2,1,1,12,,,2025-01-09 12:19:00,1,487017,240161,52.05302,-0.7323686,
1000030,4,4004,2021612,6,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1987,1,2011,1,1,2012,2,1,1,12,,,2024-10-31 14:25:39,1,560554,101854,50.79401,0.2767281,
1000035,4,4004,2021614,2,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1874,1,2005,1,1,2006,2,1,1,12,,,2026-01-09 15:33:45,1,406019,284556,52.45893,-1.91284,
1000036,4,4004,2021615,12,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2008,1,2016,1,0,,2,1,1,12,,,2025-09-10 11:27:10,1,521192,176608,51.47547,-0.2563225,
1000042,4,4002,2021617,3,5,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1994,1,2015,1,1,2018,2,1,1,12,,,2025-04-08 07:39:10,1,447606,114261,50.92584,-1.324002,
